CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_CreditScore_interaction,Balance_EstimatedSalary_interaction,Age_Activity_interaction,Balance_Exited_interaction
581,France,Female,37,10,104255.03,1,1,0,86609.37,0,21497,9029462467.6311,0,0.0
552,France,Male,33,5,140931.57,1,0,1,10921.5,0,18216,1539184141.755,33,0.0
850,France,Male,46,9,117640.39,1,1,0,88920.68,0,39100,10460663474.2652,0,0.0
749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,34454,5740754942.8328,46,0.0
530,France,Male,37,8,0.0,2,1,1,287.99,0,19610,0.0,37,0.0
718,France,Male,48,9,0.0,2,1,1,72105.63,0,34464,0.0,48,0.0
844,France,Female,28,4,0.0,2,0,1,123318.37,0,23632,0.0,28,0.0
634,France,Male,77,5,0.0,2,1,1,161579.85,0,48818,0.0,77,0.0
704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,16896,18368454109.0856,0,113034.22
643,France,Male,45,5,0.0,1,1,0,142513.5,1,28935,0.0,0,0.0
520,Germany,Male,34,8,120018.86,2,1,1,343.38,0,17680,41212076.1468,34,0.0
554,Germany,Female,37,4,58629.97,1,0,0,182038.6,0,20498,10672917656.842001,0,0.0
732,Spain,Male,33,8,0.0,1,1,0,119882.7,0,24156,0.0,0,0.0
740,France,Male,44,9,0.0,1,0,1,96528.0,1,32560,0.0,44,0.0
542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,17344,21076722507.5064,32,0.0
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0,17864,21016008049.7115,0,0.0
726,France,Male,31,9,0.0,2,1,1,106117.3,0,22506,0.0,31,0.0
592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,41440,7547710996.766801,0,71816.74
630,France,Female,36,2,110414.48,1,1,1,48984.95,0,22680,5408647782.075999,36,0.0
663,Germany,Female,37,8,155303.71,1,1,0,118716.63,0,24531,18437133077.6973,0,0.0
680,France,Female,34,1,0.0,2,1,0,167035.07,0,23120,0.0,0,0.0
655,France,Male,27,2,131691.33,1,1,0,49480.66,0,17685,6516173924.6778,0,0.0
757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,22710,11607320652.365599,0,161378.02
777,France,Female,42,5,147531.82,1,1,1,38819.45,0,32634,5727104109.899,42,0.0
670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0,21440,13892956758.166,32,0.0
850,France,Male,38,1,0.0,2,1,1,80006.65,0,32300,0.0,38,0.0
516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1,27348,18566259317.628002,0,156674.2
548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,18084,4321341227.346,0,0.0
707,France,Female,35,9,0.0,2,1,1,70403.65,0,24745,0.0,35,0.0
639,Spain,Male,28,8,0.0,2,1,0,126561.07,0,17892,0.0,0,0.0
701,France,Female,43,2,160416.56,1,0,1,37266.43,0,30143,5978152504.0808,43,0.0
497,France,Male,32,8,0.0,2,1,0,67364.42,0,15904,0.0,0,0.0
724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0,24616,18579230385.111,0,0.0
712,Spain,Female,30,6,0.0,2,1,0,152417.97,0,21360,0.0,0,0.0
669,France,Female,29,7,146011.4,1,0,0,50249.16,0,19401,7336950200.424,0,0.0
502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0,16566,19880291128.0019,33,0.0
755,France,Male,30,4,123217.66,2,0,1,144183.1,0,22650,17765904193.546,30,0.0
460,France,Female,27,7,0.0,2,1,0,156150.08,1,12420,0.0,0,0.0
610,France,Female,27,9,159561.93,1,0,1,103381.47,0,16470,16495746879.4371,27,0.0
767,France,Male,36,3,0.0,1,0,0,65147.27,0,27612,0.0,0,0.0
605,France,Male,27,9,0.0,2,1,0,198091.81,0,16335,0.0,0,0.0
639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0,21726,4732409951.9552,0,0.0
722,Spain,Male,43,1,0.0,1,1,0,44560.17,1,31046,0.0,0,0.0
741,France,Male,37,9,105261.76,2,1,1,149503.54,0,27417,15737005746.6304,37,0.0
446,France,Male,32,8,0.0,2,0,0,133292.94,0,14272,0.0,0,0.0
725,France,Female,29,6,0.0,2,1,1,190776.83,0,21025,0.0,29,0.0
687,France,Male,39,7,0.0,2,1,0,26848.25,0,26793,0.0,0,0.0
735,Spain,Male,29,10,0.0,2,1,1,95025.27,0,21315,0.0,29,0.0
775,Germany,Male,33,3,83501.66,2,1,0,128841.31,0,25575,10758463261.5746,0,0.0
526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1,26300,19809843600.3588,50,124233.24
542,France,Female,29,7,0.0,2,0,1,196651.72,0,15718,0.0,29,0.0
630,France,Male,40,8,0.0,2,1,1,42495.81,0,25200,0.0,40,0.0
642,France,Female,33,4,84607.34,2,0,1,60059.47,0,21186,5081471998.5098,33,0.0
688,France,Female,51,5,0.0,1,1,0,91624.11,1,35088,0.0,0,0.0
719,Spain,Male,50,2,0.0,2,0,0,10772.13,0,35950,0.0,0,0.0
658,France,Male,44,2,168396.34,1,1,1,14178.73,0,28952,2387646237.8482,44,0.0
705,Germany,Female,48,1,156848.13,2,1,1,99475.95,1,33840,15602616737.4735,48,156848.13
587,France,Male,33,8,148163.57,1,0,0,122925.4,0,19371,18213066107.678,0,0.0
637,France,Female,44,2,0.0,2,1,0,149665.65,0,28028,0.0,0,0.0
620,France,Female,42,1,0.0,2,0,1,65565.92,0,26040,0.0,42,0.0
814,France,Female,48,7,0.0,2,1,1,132870.15,0,39072,0.0,48,0.0
727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1,29080,6687184954.608399,0,93051.64
773,Spain,Female,39,4,0.0,2,0,1,182081.45,0,30147,0.0,39,0.0
850,Spain,Female,70,5,0.0,1,1,1,705.18,0,59500,0.0,70,0.0
669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1,33450,18743555766.7358,0,112650.89
691,France,Female,34,7,0.0,2,0,1,161559.12,0,23494,0.0,34,0.0
736,France,Female,29,9,0.0,2,0,0,176152.7,0,21344,0.0,0,0.0
639,France,Female,27,2,0.0,2,0,0,125244.18,0,17253,0.0,0,0.0
591,France,Male,29,6,0.0,2,1,1,108684.65,0,17139,0.0,29,0.0
702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0,24570,780020551.248,0,0.0
643,Spain,Male,48,8,0.0,2,1,0,174729.3,0,30864,0.0,0,0.0
549,France,Female,38,8,107283.4,1,0,0,157442.75,0,20862,16890993525.349998,0,0.0
471,France,Female,58,4,114713.57,1,1,1,36315.03,0,27318,4165826735.9571,58,0.0
697,France,Female,76,7,0.0,2,0,1,188772.45,0,52972,0.0,76,0.0
743,France,Male,37,8,69143.91,2,0,1,105780.18,0,27491,7314055245.7038,37,0.0
775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0,39525,16698554764.702501,51,0.0
664,France,Male,43,9,189026.53,2,1,1,56099.86,0,28552,10604361869.2858,43,0.0
824,France,Male,45,3,129209.48,1,0,0,60151.77,0,37080,7772178922.779599,0,0.0
740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0,29600,3768261505.9828,40,0.0
619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,35283,9996697611.0561,57,137946.39
469,Spain,Male,35,5,0.0,2,1,0,186490.37,0,16415,0.0,0,0.0
464,Germany,Male,33,8,164284.72,2,1,1,3710.34,0,15312,609552168.0048001,33,0.0
601,France,Male,47,1,64430.06,2,0,1,96517.97,0,28247,6218658598.1782,47,0.0
520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,15600,21080708642.470398,0,0.0
616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,43736,0.0,71,0.0
592,France,Male,29,7,0.0,2,1,1,91196.67,0,17168,0.0,29,0.0
718,Germany,Female,33,4,70541.06,1,0,0,88592.8,0,23694,6249430020.368,0,0.0
850,France,Male,28,8,67639.56,2,1,1,194245.29,0,23800,13138665947.6724,28,0.0
535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1,25680,7830880657.8191,48,134542.73
787,France,Female,40,6,0.0,2,1,1,84151.98,0,31480,0.0,40,0.0
428,France,Female,62,1,107735.93,1,0,1,58381.77,0,26536,6289814285.996099,62,0.0
675,France,Female,33,6,0.0,2,1,0,34045.61,0,22275,0.0,0,0.0
759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0,22770,885052052.4459999,0,0.0
660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,19140,22357542618.2682,29,0.0
621,France,Male,40,10,163823.37,1,0,0,89519.47,0,24840,14665381256.013899,0,0.0
763,France,Female,53,4,0.0,1,1,0,77203.72,1,40439,0.0,0,0.0
653,France,Female,38,8,102133.38,1,1,1,166520.96,0,24814,17007348485.6448,38,0.0
658,France,Female,40,5,143566.12,1,1,1,189607.71,0,26320,27221243246.7852,40,0.0
842,Spain,Male,46,9,0.0,1,0,0,17268.02,0,38732,0.0,0,0.0
554,Spain,Male,46,4,0.0,2,0,1,57320.92,0,25484,0.0,46,0.0
850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1,37400,9289756043.4602,0,89118.26
735,France,Female,21,1,178718.19,2,1,0,22388.0,0,15435,4001142837.7200003,0,0.0
721,France,Male,36,1,155176.83,2,1,1,49653.37,0,25956,7705052555.4171,36,0.0
557,France,Female,27,2,0.0,2,0,1,4497.55,0,15039,0.0,27,0.0
477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0,22896,3418570949.3056,48,0.0
639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,17253,12849149618.5833,27,0.0
490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,15190,16569365245.557102,31,0.0
760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0,25080,18503807908.798798,33,0.0
638,Spain,Female,34,7,0.0,2,0,0,3946.29,0,21692,0.0,0,0.0
683,France,Female,42,4,148283.94,1,1,1,44692.63,1,28686,6627199265.3622,42,148283.94
767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,15340,17973344415.165,20,0.0
641,France,Male,41,6,0.0,2,1,0,65396.79,0,26281,0.0,0,0.0
445,France,Male,37,3,0.0,2,1,1,180012.39,0,16465,0.0,37,0.0
640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0,21760,13117306331.980001,34,0.0
641,France,Male,65,6,38340.02,1,1,0,32607.77,1,41665,1250182553.9554,0,38340.02
687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,17862,21922846120.739998,26,0.0
735,France,Male,55,6,134140.68,1,1,0,2267.88,0,40425,304214965.3584,0,0.0
508,France,Female,38,3,166328.65,2,0,1,22614.19,0,19304,3761387693.5434995,38,0.0
614,Germany,Female,31,7,120599.38,2,1,1,46163.44,0,19034,5567282242.6672,31,0.0
534,France,Male,35,2,81951.74,2,1,0,115668.53,0,18690,9479237296.7422,0,0.0
422,France,Female,33,2,0.0,2,1,0,102655.31,0,13926,0.0,0,0.0
708,France,Male,41,0,0.0,1,1,0,128400.62,0,29028,0.0,0,0.0
621,France,Male,31,7,136658.61,1,1,1,148689.13,0,19251,20319649827.909298,31,0.0
663,France,Male,40,6,156218.19,1,0,1,33607.72,0,26520,5250137188.426801,40,0.0
568,France,Male,28,5,145105.64,2,1,0,185489.11,0,15904,26915516019.580402,0,0.0
732,France,Female,40,10,0.0,2,1,0,154189.08,0,29280,0.0,0,0.0
559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0,15652,9781843126.1111,0,0.0
599,Spain,Male,51,0,0.0,1,1,1,175235.99,0,30549,0.0,51,0.0
552,Spain,Male,45,9,0.0,2,1,0,26752.56,0,24840,0.0,0,0.0
543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,26064,3361068303.36,0,100900.5
633,France,Female,47,0,0.0,1,1,1,6342.84,1,29751,0.0,47,0.0
795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,26235,15040700873.1603,33,0.0
530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0,12190,22646189543.7624,23,0.0
850,France,Female,42,8,0.0,1,1,0,19632.64,1,35700,0.0,0,0.0
736,France,Male,29,4,0.0,2,0,0,51705.01,0,21344,0.0,0,0.0
499,France,Male,31,4,0.0,1,1,0,25950.49,0,15469,0.0,0,0.0
597,Spain,Male,38,1,0.0,2,1,0,41303.29,0,22686,0.0,0,0.0
439,France,Female,43,8,0.0,1,0,1,104889.3,0,18877,0.0,43,0.0
728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1,32760,9182364588.732,0,108924.33
651,France,Female,65,0,0.0,2,1,1,190454.04,0,42315,0.0,65,0.0
721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,26677,17083536944.716799,37,0.0
699,France,Male,22,9,99339.0,1,1,0,68297.61,1,15378,6784616279.79,0,99339.0
684,France,Male,32,9,100249.41,2,0,1,67599.69,0,21888,6776829038.6829,32,0.0
621,France,Male,27,4,137003.68,1,1,0,21254.06,0,16767,2911884434.9408,0,0.0
687,France,Female,44,9,0.0,2,0,0,103042.2,1,30228,0.0,0,0.0
701,France,Male,37,8,130091.5,1,1,1,120031.29,0,25937,15615050563.035,37,0.0
434,Spain,Male,55,6,0.0,1,0,1,73562.05,1,23870,0.0,55,0.0
759,Spain,Male,31,8,0.0,2,1,1,99086.74,0,23529,0.0,31,0.0
547,France,Female,35,4,0.0,1,1,1,133287.73,0,19145,0.0,35,0.0
652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0,26732,28438874506.8379,0,0.0
832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0,24128,977548955.0782001,29,0.0
725,France,Female,25,9,0.0,2,1,1,168607.74,0,18125,0.0,25,0.0
654,France,Female,37,5,0.0,1,0,1,71492.28,0,24198,0.0,37,0.0
631,France,Male,32,10,0.0,2,0,1,196342.66,0,20192,0.0,32,0.0
604,France,Female,34,7,0.0,2,1,0,193021.49,0,20536,0.0,0,0.0
541,France,Male,34,3,128743.55,1,1,0,134851.12,0,18394,17361211910.276,0,0.0
579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0,17949,18977420572.325203,31,0.0
630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,21420,14786721658.1205,0,0.0
504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0,21672,24446035285.2729,0,0.0
704,France,Male,47,5,0.0,2,1,1,145338.61,0,33088,0.0,47,0.0
774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0,32508,21529834778.9488,42,0.0
733,France,Male,42,9,120094.93,1,1,0,184056.45,0,30786,22104246478.7985,0,0.0
847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0,31339,13085574105.6542,0,0.0
696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0,21576,4127835603.7888,0,0.0
542,Spain,Female,26,2,0.0,2,1,1,54869.54,0,14092,0.0,26,0.0
741,Spain,Male,35,6,74371.49,1,0,0,99595.67,0,25935,7407078375.4483,0,0.0
723,France,Female,35,0,0.0,2,0,1,61290.99,0,25305,0.0,35,0.0
639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,22365,7574230260.521,0,0.0
519,France,Male,36,9,0.0,2,0,1,145562.4,0,18684,0.0,36,0.0
580,Spain,Male,61,8,125921.37,1,1,1,94677.83,0,35380,11921962062.2271,61,0.0
733,Germany,Male,48,7,85915.52,1,1,1,23860.5,0,35184,2049987264.96,48,0.0
761,Spain,Female,32,4,103515.39,2,1,1,177622.38,0,24352,18386649938.4282,32,0.0
489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0,13692,13347349253.9574,28,0.0
600,France,Female,32,1,78535.25,1,1,0,64349.6,0,19200,5053711923.4,0,0.0
658,France,Male,32,8,0.0,1,1,1,80410.68,0,21056,0.0,32,0.0
819,France,Male,35,1,0.0,2,0,1,3385.04,0,28665,0.0,35,0.0
654,France,Male,29,4,132954.64,1,1,1,146715.07,0,18966,19506449314.424805,29,0.0
534,France,Male,52,1,0.0,3,1,1,104035.41,1,27768,0.0,52,0.0
505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0,20200,7422768434.689301,40,0.0
788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1,44916,16883113029.192799,57,93716.72
704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1,27456,14522005417.471199,0,124640.51
670,France,Female,39,8,101928.51,1,0,0,89205.54,0,26130,9092587775.945398,0,0.0
803,France,Male,28,3,0.0,2,1,0,159654.0,0,22484,0.0,0,0.0
664,France,Male,48,10,0.0,1,1,0,140173.17,1,31872,0.0,0,0.0
850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0,25500,8392634194.186399,30,0.0
602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1,15652,22491709074.072,0,113674.2
719,France,Male,69,3,0.0,2,1,1,58320.06,0,49611,0.0,69,0.0
630,France,Male,26,7,129837.72,2,0,1,197001.15,0,16380,25578180153.378,26,0.0
569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0,19346,28472087707.408802,0,0.0
603,Germany,Female,40,8,148897.02,1,0,0,105052.9,0,24120,15642063752.357998,0,0.0
538,Spain,Male,40,8,0.0,2,1,1,25554.4,0,21520,0.0,40,0.0
793,France,Male,39,3,137817.52,1,0,0,83997.79,0,30927,11576367103.280798,0,0.0
583,France,Female,42,4,0.0,2,1,0,17439.66,0,24486,0.0,0,0.0
688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0,28208,7395403893.4806,41,0.0
565,France,Female,44,1,0.0,2,0,1,89602.81,0,24860,0.0,44,0.0
563,Spain,Male,57,6,0.0,2,1,1,39297.48,0,32091,0.0,57,0.0
844,France,Male,18,2,160980.03,1,0,0,145936.28,0,15192,23492826732.4884,0,0.0
679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0,23765,14446149429.745699,0,0.0
644,France,Male,50,9,76817.0,4,1,0,196371.13,1,32200,15084641093.210001,0,76817.0
641,France,Male,37,6,0.0,2,1,0,45309.24,0,23717,0.0,0,0.0
553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,29309,21168109608.3078,0,127997.83
691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0,18657,22829899653.8096,0,0.0
679,France,Female,44,3,118742.74,2,1,0,1568.91,0,29876,186296672.2134,0,0.0
584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0,16936,14569706501.0203,29,0.0
670,France,Female,50,8,138340.06,1,0,1,3159.15,0,33500,437037000.549,50,0.0
512,Germany,Female,40,8,153537.57,2,0,0,23101.13,0,20480,3546891364.4541,0,0.0
554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0,19944,960748594.2909,0,0.0
636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0,48336,5034763650.852,76,0.0
776,Spain,Male,33,2,0.0,2,1,1,176921.0,0,25608,0.0,33,0.0
577,France,Female,39,10,0.0,2,1,0,10553.31,0,22503,0.0,0,0.0
703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0,40774,7912954462.277599,58,0.0
687,France,Male,28,7,108116.66,1,1,1,27411.19,0,19236,2963606309.4254,28,0.0
733,France,Female,38,3,157658.36,1,0,0,19658.43,0,27854,3099315833.9747996,0,0.0
655,France,Female,38,6,0.0,1,1,1,188639.28,0,24890,0.0,38,0.0
685,Spain,Female,42,2,0.0,2,0,0,199992.48,0,28770,0.0,0,0.0
698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0,26524,9997795788.2312,38,0.0
812,France,Male,29,6,0.0,2,0,0,168023.6,0,23548,0.0,0,0.0
531,Spain,Female,45,1,126495.57,2,1,1,164741.5,0,23895,20839069945.155003,45,0.0
835,France,Male,28,2,163569.61,2,1,1,154559.28,0,23380,25281201151.480797,28,0.0
671,France,Female,42,6,0.0,2,1,0,197202.48,0,28182,0.0,0,0.0
835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1,16700,22410367618.1508,0,124365.42
638,France,Female,42,7,165679.92,1,0,0,32916.29,0,26796,5453568293.896801,0,0.0
563,Spain,Male,24,7,0.0,2,0,0,16319.56,0,13512,0.0,0,0.0
817,France,Male,34,5,129278.43,1,0,0,165562.84,0,27778,21403704021.5412,0,0.0
650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1,18200,17897983681.991997,28,122034.4
634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,21556,0.0,0,0.0
639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0,24282,19473505207.0884,38,0.0
747,France,Male,42,4,80214.36,1,1,0,115241.96,1,31374,9244060066.5456,0,80214.36
667,France,Male,41,6,0.0,2,0,0,167181.77,0,27347,0.0,0,0.0
570,France,Female,46,3,0.0,2,0,0,820.46,0,26220,0.0,0,0.0
588,France,Female,27,8,0.0,1,1,0,20066.38,0,15876,0.0,0,0.0
747,Germany,Male,29,7,117726.33,1,1,1,175398.34,0,21663,20649002856.2922,29,0.0
527,Spain,Female,35,8,0.0,1,1,0,98031.53,1,18445,0.0,0,0.0
603,Spain,Female,42,6,0.0,1,1,1,90437.87,0,25326,0.0,42,0.0
684,Spain,Female,38,3,0.0,2,1,0,44255.65,0,25992,0.0,0,0.0
757,France,Female,51,1,0.0,1,1,1,22835.13,1,38607,0.0,51,0.0
710,Spain,Male,22,8,0.0,3,1,0,107292.91,0,15620,0.0,0,0.0
809,France,Female,39,5,0.0,1,1,0,77705.75,0,31551,0.0,0,0.0
550,Germany,Male,36,2,113877.23,2,1,0,174921.91,0,19800,19919622577.1093,0,0.0
724,France,Female,34,3,132352.69,1,1,0,80320.3,0,24616,10630607766.607,0,0.0
656,France,Female,48,9,0.0,2,1,1,85240.61,1,31488,0.0,48,0.0
754,France,Female,35,4,0.0,2,1,0,44830.71,0,26390,0.0,0,0.0
688,Spain,Male,42,5,0.0,2,0,0,197602.29,0,28896,0.0,0,0.0
639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0,17253,836464823.5020001,0,0.0
685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0,26030,11424046749.7596,38,0.0
485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0,24735,7372793922.9126,0,0.0
612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1,18360,15132834384.0825,0,142910.15
558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0,20088,21822364402.1376,36,0.0
735,France,Male,49,5,121973.28,1,1,0,148804.36,0,36015,18150155867.500797,0,0.0
696,France,Male,22,9,149777.0,1,1,1,198032.93,0,15312,29660778156.61,22,0.0
537,France,Male,37,6,0.0,1,1,1,17802.42,0,19869,0.0,37,0.0
747,France,Female,45,1,114959.12,1,1,0,189362.39,1,33615,21768933715.4968,0,114959.12
532,France,Male,43,9,0.0,2,0,0,190573.91,1,22876,0.0,0,0.0
499,France,Female,38,9,0.0,2,0,1,183042.2,0,18962,0.0,38,0.0
418,France,Female,39,2,0.0,2,0,0,9041.71,0,16302,0.0,0,0.0
651,France,Male,35,2,86911.8,1,1,0,174094.24,0,22785,15130843768.032,0,0.0
634,France,Female,37,7,51582.5,2,1,1,184312.88,0,23458,9507319132.6,37,0.0
773,Spain,Male,52,2,0.0,2,1,0,57337.79,0,40196,0.0,0,0.0
644,France,Male,33,7,174571.36,1,0,1,43943.09,0,21252,7671204983.902399,33,0.0
850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0,27200,21952158238.44,32,0.0
735,France,Male,44,9,120681.63,1,1,0,74836.34,0,32340,9031371494.4342,0,0.0
770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1,34650,2898044452.4432,0,110765.68
617,France,Male,54,6,102141.9,1,1,1,45325.26,0,33318,4629608174.394,54,0.0
689,France,Female,29,1,77556.79,2,1,1,122998.26,0,19981,9539350221.185398,29,0.0
680,Spain,Female,34,7,0.0,2,1,0,98949.85,0,23120,0.0,0,0.0
762,France,Male,53,1,102520.37,1,1,1,170195.4,0,40386,17448495380.298,53,0.0
555,Spain,Female,24,2,0.0,2,0,1,197866.55,0,13320,0.0,24,0.0
769,France,Female,38,2,0.0,2,0,0,75578.67,0,29222,0.0,0,0.0
606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,29088,4778697371.1996,0,132403.56
648,France,Male,34,0,0.0,1,1,1,167931.81,0,22032,0.0,34,0.0
648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,34992,20406849912.227802,0,118241.02
784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0,32928,698974502.982,0,0.0
605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,19965,10786087366.911999,0,0.0
807,France,Male,43,1,105799.32,2,1,0,34888.04,1,34701,3691130908.1328,0,105799.32
697,France,Female,25,1,0.0,2,0,0,87803.32,0,17425,0.0,0,0.0
509,France,Male,30,6,0.0,2,1,0,180598.86,0,15270,0.0,0,0.0
829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0,30673,115264359.57119998,0,0.0
642,Germany,Female,30,5,129753.69,1,1,0,582.53,0,19260,75585417.0357,0,0.0
785,France,Male,55,5,0.0,2,1,1,7008.65,0,43175,0.0,55,0.0
487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,22402,5976128926.104199,46,135070.58
690,Spain,Female,30,5,0.0,2,0,1,78700.03,0,20700,0.0,30,0.0
712,Germany,Male,37,7,93978.96,2,1,0,60651.77,0,26344,5699990266.7592,0,0.0
773,Germany,Female,36,4,105858.71,1,0,1,4395.45,0,27828,465296666.8695,36,0.0
543,Spain,Female,41,4,0.0,1,0,0,194902.16,0,22263,0.0,0,0.0
696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0,26448,1141160545.4286,38,0.0
787,Germany,Male,43,0,132217.45,1,1,0,20955.03,1,33841,2770620631.2735,0,132217.45
838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0,32682,2380867006.6048,0,0.0
697,France,Male,36,7,0.0,2,1,1,74760.32,0,25092,0.0,36,0.0
630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1,24570,6207644310.8512,0,105473.74
760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0,31920,7636009358.148601,42,0.0
721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0,23793,7538717396.3205,33,0.0
672,France,Male,39,2,0.0,2,1,0,87372.49,0,26208,0.0,0,0.0
850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0,30600,29450225631.599796,0,0.0
841,France,Female,52,5,0.0,1,0,0,183239.71,1,43732,0.0,0,0.0
624,France,Male,42,3,145155.37,1,1,0,72169.95,1,26208,10475855795.131498,0,145155.37
602,Germany,Female,48,7,76595.08,2,0,0,127095.14,0,28896,9734862415.9112,0,0.0
627,France,Male,41,3,0.0,2,1,0,132719.8,0,25707,0.0,0,0.0
733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0,21990,2208567946.8345003,0,0.0
738,France,Male,49,6,106770.82,1,1,0,123499.27,0,36162,13186118327.301401,0,0.0
587,France,Male,38,0,0.0,2,1,0,47414.15,0,22306,0.0,0,0.0
686,France,Female,43,0,0.0,1,1,1,170072.9,0,29498,0.0,43,0.0
637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0,14014,12139116340.0,0,0.0
679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0,23765,4871661599.353499,35,0.0
681,France,Male,34,3,0.0,2,0,0,55816.2,0,23154,0.0,0,0.0
662,Germany,Male,30,5,115286.68,2,1,1,149587.92,0,19860,17245494664.9056,30,0.0
516,France,Male,35,5,128653.59,1,1,0,127558.26,0,18060,16410828083.153399,0,0.0
678,France,Male,66,8,0.0,2,1,1,47117.03,0,44748,0.0,66,0.0
627,France,Male,37,2,125190.86,1,0,1,84584.69,0,23199,10589230083.933401,37,0.0
803,Germany,Male,34,4,142929.16,2,1,1,114869.56,0,27302,16418209720.3696,34,0.0
